,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
127002,Firm,"CENTRAL FEEDERS, INC.",,,,,,75161 ROAD 447,,,,OVERTON,NE,USA,68863,141150367,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Central Feeders, Inc., 75161 Road 447, Overton, NE  68863-5346 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT.  ",06/05/2014,Indefinite,,,S4MR4FV3W,76HU2,
127025,Firm,"CENTRAL TRANSPORT, INC.",,,,,,MELYNDA ROAD TERMINAL,,,,CHARLOTTE,NC,USA,,046148540,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only:  Melynda Road Terminal, Charlotte, NC (Violating Facility)",03/05/1990,Indefinite,,,S4MR3MKYT,,
127052,Special Entity Designation,CERTIFIED ENVIRONMENTAL SERVICES INC,,,,,,7280 CASWELL AVE,,,,SYRACUSE,NY,USA,13212,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Certified Environmental Services, Inc., 1401 Erie Boulevard East, Syracuse, NY 13210-1207 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",11/24/2015,Indefinite,,"(also CERTIFIED ENVIRONMENTAL SERVICES, INC.)",S4MR54LTP,,
127053,Special Entity Designation,"CERTIFIED ENVIRONMENTAL SERVICES, INC.",,,,,,1401 ERIE BOULEVARD EAST,,,,SYRACUSE,NY,USA,13210,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA: Convicted of Clean Air Act Violation: INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Certified Environmental Services, Inc., 1401 Erie Boulevard East, Syracuse, NY 13210-1207 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made. ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT.",11/24/2015,Indefinite,,"(also CERTIFIED ENVIRONMENTAL SERVICES INC, CERTIFIED ENVIRONMENTAL SERVICES, INC.)",S4MR54W1H,,
127055,Firm,"CERVANTES ENTERPRISES, INC.",,,,,,9926 SOUTH HIGHWAY 487,,,,VADO,NM,USA,88072,802881698,Reciprocal,EPA,H,Prohibition/Restriction," The company was convicted of violating the Clean Water Act is ineligible for awards only at Cervantes Enterprises, Inc., 9926 South Highway 478, Vado, NM 88072 (Violating Facility)",01/14/1999,Indefinite,,,S4MR3MHMX,,
127133,Firm,CHARLES STREET REALTY TRUST,,,,,,2 CHARLES ST,,,,METHUEN,MA,USA,018443108,187177899,Reciprocal,EPA,,Ineligible (Proceedings Completed),,10/25/2012,06/18/2027,,,S4MR46Q9J,,
127149,Firm,"CHEM STRIP COMPANY, INC.",,,,,,12430 EVERGREEN RD.,,,,DETROIT,MI,USA,48228,094541844,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility Only, Chem Strip Company, Inc., 12430 Evergreen Rd., Detroit, MI 48228 (Violating Facility)",03/31/1999,Indefinite,,,S4MR3MFTS,,
127150,Firm,"CHEM-SOLV, INC.",,,,,,1111 INDUSTRY AVE SE,,,,ROANOKE,VA,USA,24013,098448251,Reciprocal,EPA,,Ineligible (Proceedings Pending),,11/29/2016,Indefinite,,,S4MR1XVSK,,
127151,Firm,"CHEMETCO, INC.",,,,,,3576 CHEMETCO LANE,,,,HARTFORD,IL,USA,62048,048843809,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility, 3576 Chemetco Lane, Hartford, IL 62048 Ineligible at this Facility Only: Chemetco (Violating Facility) Route 3 and Oldenberg Rd., Hartford, IL 62048",10/30/2000,Indefinite,,,S4MR3MCQ3,,
127154,Firm,"CHEMICAL AND METAL INDUSTRIES, INC.",,,,,,23465 CHEMTECH AVE,,,,HUDSON,CO,USA,806427805,078362837,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Chemical and Metal Industries, Inc. 23465 Chem-Tech Ave, Hudson, CO 80642(Violating Facility) The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",03/24/2011,Indefinite,,,S4MR3MQ6R,,
127155,Firm,"CHEMICAL FORMULATORS, INC.",,,,,,"2045 PEACHTREE RD., NE",,,,ATLANTA,GA,USA,30309,168160088,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Plant Road, Nitro, WV (Violating Facility)",07/06/1979,Indefinite,,,S4MR3MKYC,,
127160,Firm,"CHENG, CHOW AND CHU, INC.",,,,,,635 ORCHID DR.,,,,SOUTH SAN FRANCISCO,CA,USA,94080,798272175,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 22455 Maple Ct. and 22336 Main St., Hayward, CA 94541 (Violating Facility)",10/13/2004,Indefinite,,(also CLIFFORD CHENG),S4MR3MNBY,,
127164,Firm,"CHEROKEE RESOURCES, INC.",,,,,,1202 BERRYHILL RD.,,,,CHARLOTTE,NC,USA,28208,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 1202 Berryhill Rd., Charlotte, NC 28208 (Violating Facility)",10/11/1994,Indefinite,,,S4MR3MBTV,,
127246,Firm,CHOU-CHEM CHEMICALS,,,,,,"115 SOUTH SHERRIN AVE., SUITE 3",,,,LOUISVILLE,KY,USA,40207,099471158,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 115 South Serrin Ave., Suite 3, Louisville, KY 40207 (Violating Facility)",08/08/1994,Indefinite,,"(also PIONEER CHEMICALS, INC.)",S4MR3MLBV,,
127258,Firm,"CHROME SHOP, THE",,,,,,110 BENTON AVE.,,,,LAFAYETTE,LA,USA,70507,157065103,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 110 Benton Ave., Lafayette, LA 70507 (Violating Facility)",09/30/1992,Indefinite,,(also KENNETH FONTENOT),S4MR3MKZH,,
127290,Firm,CITADEL ENVIRONMENTAL,,,,,,1 CENTER CIR,,,,WOODBRIDGE,NJ,USA,070952101,064507638,Reciprocal,EPA,,Ineligible (Proceedings Pending),,06/17/2013,Indefinite,,"(also WILLIAM MUZZIO, MUZZIO LANDSCAPING)",S4MR49DVX,,
127291,Firm,CITADEL ENVIRONMENTAL,,,,,,1 CENTER CIR,,,,WOODBRIDGE,NJ,USA,07095,064507638,Reciprocal,EPA,,Ineligible (Proceedings Completed),,06/17/2013,06/16/2018,,"(also WILLIAM MUZZIO, MUZZIO LANDSCAPING)",S4MR49DVX,,
127292,Firm,CITGO PETROLEUM CORPORATION,,,,,,1293 ELDRIDGE PKWY,,,,HOUSTON,TX,USA,77077,102417268,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: CITGO Petroleum Corporation, Lake Charles Manufacturing Complex, 4401 Highway 108 South, Sulphur, LA 70601 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",09/19/2008,Indefinite,,,S4MR1YD70,7X110,
127302,Special Entity Designation,CITY OF LAKE OZARK,,,,,,2624 BAGNELL DAM BOULEVARD,,,,LAKE OZARK,MO,USA,65049,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Lift Station Number 700, Highway HH, Camden County, MO (Violating Facility)",04/22/2009,Indefinite,,,S4MR3QQ61,,
127304,Firm,"CITY OF MADISON, INDIANA",,,,,,1215 WALNUT ST.,,,,MADISON,IN,USA,47205,099473816,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Street Department City Garage, 1215 Walnut St., Madison, IN 47205 (Violating Facility)",06/04/1997,Indefinite,,,S4MR3MDMR,,
127311,Firm,CJS ENVIRONMENTAL LLC,,,,,,310 HOWZE BEACH LANE,,,,SLIDELL,LA,USA,70461,830787615,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: CJS Environmental LLC d/b/a Johnny Pots, 310 Howze Beach Lane, Slidell, LA 70461 (Violating Facility)",01/10/2007,Indefinite,,(also JOHNNY POTS),S4MR3MN1N,,
127346,Firm,CLEAN CARE CORPORATION,,,,,,,,,,,XX,USA,,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-ineligible for awards to be performed at this Facility Only: Clean Care Corporation (Violating Facility) 510 Taylor Way, Tacoma, WA 98421-4127",05/10/2002,Indefinite,,,S4MR3N4N1,,
127347,Firm,CLEAN GREEN FUEL,,,,,,9940 FRANKLIN SQUARE DR STE E,,,,NOTTINGHAM,MD,USA,212364981,028166343,Reciprocal,EPA,,Ineligible (Proceedings Completed),,10/31/2012,10/30/2017,,(also RODNEY HAILEY),S4MR46RQM,,
127404,Firm,"COASTAL HYDRO SERVICES, INC.",,,,,,014 16TH ST.,,,,GALVESTON,TX,USA,77550,086950842,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Facility Only:  Woodhouse Terminal No. 3 (Violating Facility) Port of Houston, Houston, TX 77252",07/20/2001,Indefinite,,,S4MR3MDDS,,
127419,Firm,COGSWELL PROPERTY LLC,,,,,,431 HELEN AVE,,,,OTSEGO,MI,USA,49078,787446660,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/12/2015,02/11/2018,,"(also MIKE DAVIS, JR., MICHAEL DAVIS, ANTHONY DAVIS)",S4MR4JR3X,,
127444,Firm,COLONY COVE MOBILE HOME PARK,,,,,,3951 SOUTH MENTOR,,,,SPRINGFIELD,MO,USA,65804,602648859,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 3951 South Mentor, Springfield, MO 65804 (Violating Facility)",03/31/1989,Indefinite,,"(also COUNTRY ESTATES INVESTMENT, INC., STEPHEN JOHNSON)",S4MR3ML7T,,
127463,Special Entity Designation,"COLUMBIA INDUSTRIAL GROUP, INC.",,,,,,"23160 FASHION DRIVE, SUITE 229",,,,ESTERO,FL,USA,33928,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,04/19/2016,Indefinite,,"(also ADVANCED ENERGY GROUP, INC., THOMAS DAVANZO, NEW ENGLAND RENEWABLE CORPORATION, SOUTHWESTERN RENEWABLE BIOFUELS, ROBERT FEDYNA)",S4MR50ZDJ,,
127615,Firm,"COMPREHENSIVE EMPLOYEE MANAGEMENT, INC.",,,,,,"3385 BAILEY AVE., FIRST FLOOR, UNIT 2",,,,BUFFALO,NY,USA,14215,070517516,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,08/24/2007,Indefinite,,,S4MR1T43J,1US03,
127616,Firm,"COMPREHENSIVE ENVIRONMENTAL SOLUTIONS, INC.",,,,,,6011 WYOMING ST,,,,DEARBORN,MI,USA,481262335,122641009,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Comprehensive Environmental Solutions, Inc., 6011 Wyoming St., Dearborn, MI 48126 (Violating Facility)",06/22/2009,Indefinite,,,S4MR3MNT0,,
127666,Firm,CONSOLIDATED RAIL CORPORATION INC.,,,,,,"2001 MARKET ST., 17TH FLOOR, TWO COMMERCE SQUARE",,,,PHILADELPHIA,PA,USA,191011417,030298400,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Beacon Park Rail Yard, Allston, MA (Violating Facility)",11/24/1995,Indefinite,,,S4MR1N5D2,1B2D4,
127714,Firm,"CONTINENTAL ENGINEERING AND MANUFACTURING, INC.",,,,,,1145 STOUGHTON AVE.,,,,CHASKA,MN,USA,55318,072674708,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Continental Engineering & Manufacturing, Inc., 1145 Stoughton Ave., Chaska, MN 55318 (Violating Facility)",12/15/2003,Indefinite,,,S4MR1TDS1,3EMM3,
127736,Firm,COOL COTE,,,,,,2725 SOUTHFORK RD,,,,GREEN SEA,SC,USA,29545,002816526,Reciprocal,EPA,,Ineligible (Proceedings Completed),,06/12/2015,06/11/2018,,(also DAVID BRASWELL),S4MR4JW7J,,
127746,Special Entity Designation,"COPPER RIVER CAMPUS, LLC",,,,,,1118 EAST 5TH AVENUE,,,,ANCHORAGE,AK,USA,99501,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA: Convicted of Clean Air Act Violation: INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Certified Environmental Services, Inc., 1118 East 5th Avenue, Anchorage, AK 99501-2759 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made. ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT.",12/17/2012,Indefinite,,,S4MR4DL6B,,
127761,Firm,CORN PLUS COOPERATIVE AND LLLP,,,,,,711 6TH AVE SE,,,,WINNEBAGO,MN,USA,560981000,138564963,Reciprocal,EPA,,Prohibition/Restriction,"Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Corn Plus, A Minnesota Cooperative, 711 6th Avenue, SE, Winnebago, MN 56098 (Violating Facility) The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",11/30/2011,Indefinite,,,S4MR46V8H,,
127812,Firm,"COUNTRY ESTATES INVESTMENT, INC.",,,,,,3951 SOUTH MENTOR,,,,SPRINGFIELD,MO,USA,65804,100990048,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 3951 South Mentor, Springfield, MO 65804 (Violating Facility)",03/31/1989,Indefinite,,"(also COLONY COVE MOBILE HOME PARK, STEPHEN JOHNSON)",S4MR3MK38,,
127897,Firm,"CRODA INKS, CORP.",,,,,,"1600 CHANNEL AVE., PRESIDENT'S ISLAND",,,,MEMPHIS,TN,USA,,100997134,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 1600 Channel Ave., President's Island, Memphis, TN (Violating Facility)",06/17/1991,Indefinite,,"(also GEORGE MOORE, GEORGE AULT)",S4MR3ML6M,,
127920,Firm,"CROSSINGS DEVELOPMENT, L.L.C.",,,,,,475 KILLIAN RD.,,,,COLUMBIA,SC,USA,292039608,601000834,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Crossings Development, L.L.C., 475 Killian Rd., Columbia, SC 29203-9608 (Violating Facility)",06/05/2005,Indefinite,,,S4MR3MMM9,,
127958,Special Entity Designation,"CRYSTAL EXTRUSIONS SYSTEMS, LTD.",,,,,,704 WEST PARK ROAD,UNION INDUSTRIAL PARK,,,UNION,MO,USA,63084,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Gateway Extrustions, Ltd., formerly Crystal Extrusions Systems, Ltd, 704 West Park Rd., Union Industrial Park, Union, MO  63084(Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",03/02/2015,Indefinite,,,S4MR53NCD,,
127960,Firm,"CRYSTAL OCEAN SEAFOOD, INC.",,,,,,"P.O. BOX 1130, 39TH ST.",,,,ASTORIA,OR,USA,97103,150248557,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility Only:  Crystal Ocean Seafood, Inc., (Violating Facility), 39th St. Astoria, OR 97103",04/27/1999,Indefinite,,,S4MR3MCHX,,
127975,Special Entity Designation,"CTCO SHIPYARD OF LOUISIANA, LLC",,,,,,742 HIGHWAY 182,,,,HOUMA,LA,USA,70364,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: CTCO Shipyard of Louisiana, LLC, 141 Bayou Dularge Road, Houma, LA 70364 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",06/28/2012,Indefinite,,,S4MR4BLJ8,,
128006,Firm,CUMBERLAND WOOD AND CHAIR CORP.,,,,,,NORTH HIGHWAY 27,,,,SOMERSET,KY,USA,42501,006365589,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: North Highway 27, Somerset, KY 42501 (Violating Facility)",07/12/1991,Indefinite,,,S4MR3ML7Q,,
128015,Firm,CURRY OFFICE SUPPLY INC,,,,,,21149 ROUTE 4,,,,CARLINVILLE,IL,USA,62626,035046635,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened Curry Ice & Coal of Springfield, Inc., 3600 North Dirksen Parkway, Springfield, IL  62707  (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",06/25/2007,Indefinite,,,S4MR4WSMG,,
128037,Firm,CYPRESS GULF DEVELOPMENT CORP,,,,,,3313 E 7TH AVE,,,,TAMPA,FL,USA,336054303,165684080,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Cypress Gulf Development Corporation, 3313 7th Ave. East, Tampa, FL 33605 (Violating Facility)",01/03/2008,Indefinite,,,S4MR26ZKC,43Y69,
128101,Firm,DAKOTA PLATING,,,,,,,,,,,SD,USA,,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 1614 North Cliff Ave., Sioux Falls, SD 57103 (Violating Facility)",04/06/1998,Indefinite,,"(also SUN-WISE SYSTEMS, INC.)",S4MR3MGQ2,,
128102,Firm,DAKOTA PORK INDUSTRIES INC,,,,,,"PO BOX 8547, 544 ACME ST",,,,GREEN BAY,WI,USA,543021807,144657517,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Dakota Pork Industries, 915 East Havens, Mitchell, SD 57301 (Violating Facility)",08/04/2008,Indefinite,,,S4MR3MNQN,,
128106,Firm,"DALE J. MILLS AND ASSOCIATES, INC.",,,,,,3525 NORTHWEST 30TH PL.,,,,GAINESVILLE,FL,USA,32605,962581625,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 3525 Northwest 30th Pl., Gainesville, FL 32605 (Violating Facility)",03/11/1992,Indefinite,,"(also DALE MILLS, SIDNEY HOLM)",S4MR3MKJV,,
128115,Firm,DAMILLE METAL SUPPLY INC,,,,,,8201 SANTA FE AVE,,,,HUNTINGTON PARK,CA,USA,902556635,071922686,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 8201 Santa Fe Ave., Huntington Park, CA 90255 (Violating Facility)",02/12/2001,Indefinite,,,S4MR3MN8D,,
128119,Firm,"DANIEL A. BLACK, LLC",,,,,,100 BLACKSTONE AVENUE,,,,JAMESTOWN,NY,USA,14701,078476003,Reciprocal,EPA,S,Ineligible (Proceedings Pending),,05/15/2012,Indefinite,,"(also BLACKSTONE BUSINESS ENTERPRISES, INC., DANIEL BLACK)",S4MR3MQBS,,
128120,Firm,DANIEL J. LASDON REAL ESTATE,,,,,,732 EAST CONSHOHOCKEN STATE RD.,,,,PENN VALLEY,PA,USA,19072,003613379,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 700 East Erie Ave., Philadelphia, PA 19134 (Violating Facility)",10/14/1992,Indefinite,,(also DANIEL LASDON),S4MR3ML5K,,
128164,Firm,"DAR CONSTRUCTION, INC.",,,,,,1941 RICHMOND TER.,,,,STATEN ISLAND,NY,USA,10302,798459004,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 1941 Richmond Ter., Staten Island, NY 10302 (Violating Facility)",04/07/1989,Indefinite,,(also MAURICE DIEYETTE),S4MR3MKYJ,,
128185,Firm,"DAVE'S CONCRETE PRODUCTS AND SEPTIC SERVICE, INC",,,,,,7435 HWY 321,,,,HAGERHILL,KY,USA,41222,064885783,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Dave?s Concrete Products & Septic Service, Inc., d/b/a Right Beaver Concrete, 7435 Hwy 321, Hager Hill, KY 41222 (Violating Facility)",02/26/2008,Indefinite,,(also RIGHT BEAVER CONCRETE),S4MR3MMWR,,
128205,Firm,DAVOLD REAL ESTATE PARTNERSHIP,,,,,,1011 TUFTON COVE,,,,HEATHROW,FL,USA,32746,128035941,Reciprocal,EPA,H,Prohibition/Restriction,"For CT Code H Only: Convicted of Clean Air Act or Clean Water Act violation-ineligible for awards to be performed at this Facility Only: Towne Centre, 41 Augusta St., Staunton, VA 24401 (Violating Facility)",06/16/2003,Indefinite,,"(also JOSEF WEISS, DAVID KLEIN)",S4MR3MC6D,,
128230,Firm,"DCP TECHNICAL SERVICES, INC.",,,,,,1191 KINGS COLLEGE DRIVE,,,,ONTARIO,Ontario,CAN,L6M 2S5,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,05/14/2012,03/07/2017,,"(also DISCOUNT CANADIAN PRESCRIPTION, 407556 B.C. LTD, DISCOUNT CANADIAN PHARMACEUTICALS, DISCOUNT CANADIAN PRESCRIPTION, ZUL TEJPAR, ROBERT GRIFFITHS)",S4MR3MR9H,,
