,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
58698,Individual,,,JUAN,ALFREDO,GLORIA-PERALES,,,,,,OKLAHOMA CITY,OK,USA,731898801,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2013,06/12/2061,,,S4MR496PQ,,
58711,Individual,,,JUAN,ELIUD,GUERRA,,,,,,ANTHONY,TX,USA,79821,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,10/25/2020,,,S4MR4GZ69,,
58712,Individual,,,JUAN,H.,GUEVARA,II,,,,,EAGLE PASS,TX,USA,78852,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,04/13/2024,,,S4MR4DQPN,,
58720,Individual,,,JUAN,,HERNANDEZ,,,,,,PEKIN,IL,USA,615555000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,04/02/2012,08/21/2020,,(also JOSE CORONADO),S4MR3R8JS,,
58746,Individual,,,JUAN,ANTONIO,LOPEZ,,,,,,MORGANTOWN,WV,USA,265071000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/07/2012,09/01/2019,,"(also JUAN LOPEZ-PONCE, ANTONIO LOPEZ)",S4MR3R89Q,,
58752,Individual,,,JUAN,ANTONIO,LOPEZ-PONCE,,,,,,MORGANTOWN,WV,USA,265071000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/07/2012,09/01/2019,,"(also JUAN LOPEZ, ANTONIO LOPEZ)",S4MR3R89P,,
58754,Individual,,,JUAN,CARLOS,MANZANO-HUERTA,,,,,,DULUTH,MN,USA,55814,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/23/2016,09/16/2020,,,S4MR4ZQBB,,
58806,Individual,,,JUAN,CARLOS,PENA,,,,,,OAKDALE,LA,USA,71463,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/18/2015,06/18/2033,,,S4MR4R00G,,
58813,Individual,,,JUAN,,PICHARDO,,,,,,EL RENO,OK,USA,730361500,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2012,04/21/2022,,,S4MR46TR0,,
58851,Individual,,,JUAN,JOSE,RODRIGUEZ,,,,,,TERRE HAUTE,IN,USA,47808,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/07/2014,08/22/2044,,,S4MR4DMCX,,
58860,Individual,,,JUAN,,ROMERO-TREJO,,,,,,POLLOCK,LA,USA,714674050,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2013,01/22/2042,,,S4MR49S4X,,
58862,Individual,,,JUAN,,RUIZ-GONZALEZ,,,,,,PHOENIX,AZ,USA,85008,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2015,12/28/2018,,,S4MR4Y6Q3,,
58896,Individual,,,JUAN,,TREJO-VENEGAS,,,,,,EDEN,TX,USA,76837,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/16/2014,10/15/2017,,,S4MR4H6Z5,,
58901,Individual,,,JUAN,MANUEL,VALDEZ-FUENTES,,,,,,MISSION,TX,USA,785725040,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,07/18/2012,07/17/2017,,,S4MR3R8VD,,
58902,Individual,,,JUAN,MANUEL,VALDEZ-FUENTES,,,,,,MISSION,TX,USA,785725040,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/18/2012,07/17/2017,,,S4MR3R8VD,,
58922,Individual,,,JUAN,,ZARATE-CARREON,,,,,,GLENDALE,AZ,USA,85301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/13/2015,11/12/2018,,,S4MR4X0ML,,
59884,Individual,,,JULIE,GREENE,TUCKER,,,,,,ALDERSON,WV,USA,249101103,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/18/2013,10/26/2018,,,S4MR4BRGB,,
60007,Individual,,,JULIO,ADOLFO,TORRES,,,,,,BASTROP,TX,USA,78602,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/16/2014,11/27/2023,,,S4MR4H6Y6,,
60077,Individual,,,JUN,,YANG,,,,,,TEXARKANA,TX,USA,75505,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/18/2014,08/24/2021,,,S4MR4HMHK,,
60080,Individual,,,JUNA,GWENDOLYN,BABB,,,,,,ELLENWOOD,GA,USA,30294,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,11/06/2019,,,S4MR4HHQF,,
60157,Individual,,,JUSTIN,M.,COLEMAN,,,,,,PETERSBURG,VA,USA,238041000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2013,05/24/2052,,,S4MR4BYRT,,
60162,Individual,,,JUSTIN,M.,FORD,,,,,,STRATFORD,NJ,USA,08084,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/25/2015,08/24/2018,,,S4MR4RNYX,,
60204,Individual,,,JUSTIN,,STEVENS,,,,,,FORT DIX,NJ,USA,08640,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/05/2015,01/19/2020,,,S4MR4PRGR,,
60212,Individual,,,JUSTIN,D.,WEAVER,,,,,,SEAGOVILLE,TX,USA,75159,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/17/2012,06/25/2038,,,S4MR46MQV,,
60502,Individual,,,KAP,SUN,TAYLOR,,,,,,DALLAS,TX,USA,75229,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/16/2015,04/15/2018,,,S4MR4KJ1N,,
61575,Individual,,,KATHERINE,,YU,,,,,,ADELANTO,CA,USA,923010709,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/22/2013,01/10/2019,,,S4MR490QM,,
62338,Individual,,,KATY,,LIN,,,,,,ADELANTO,CA,USA,92301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/19/2015,07/08/2019,,(also HUNG LIN),S4MR4JT8N,,
62843,Individual,,,KELLY,EINSTEIN DARWIN,GILES,,,,,,CULVER CITY,CA,USA,90230,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/19/2014,06/18/2017,,,S4MR4FLK4,,
63862,Individual,,,KEVIN,,HARKLESS,,,,,,COLEMAN,FL,USA,335211031,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,05/23/2037,,,S4MR3RLQB,,
64013,Individual,,,KEVIN,,ROBINSON,,,,,,BRUCETON MILLS,WV,USA,26525,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/25/2015,05/15/2032,,,S4MR4RN1V,,
64179,Individual,,,KHALID,ALI-M,ALDAWSARI,,,,,,TERRE HAUTE,IN,USA,478080033,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/30/2013,10/29/2112,,,S4MR4BW7F,,
64476,Individual,,,KIM,,MEAS,,,,,,JOINT BASE MDL,NJ,USA,08640,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/02/2015,10/01/2018,,,S4MR4TWFD,,
65195,Individual,,,KIZZY,GODWIN KURTIS,KALU,,,,,,ANTHONY,TX,USA,79821,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,08/09/2031,,,S4MR4GZ7H,,
65490,Individual,,,KRISTIN,,DOUGHERTY,,,,,,GREENVILLE,IL,USA,622465000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,05/25/2012,10/24/2020,,,S4MR3RJL3,,
65686,Individual,,,KUANG,HAO,CHOU,,,,,,CHANTILLY,VA,USA,20151,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed), ,08/02/2012,08/01/2017,,(also EDWIN CHOU),S4MR45MWD,,
66619,Individual,,,LASSISSI,,AFOLABI,,,,,,FORT DIX,NJ,USA,08640,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/13/2011,11/16/2053,,,S4MR3R81H,,
67212,Individual,,,LAURIE,ELIZABETH,AMOS,,,,,,MIAMI,FL,USA,331726322,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/09/2013,05/08/2018,,,S4MR48VY0,,
67213,Individual,,,LAURIE,,AMOS-MACLEAN,,,,,,MIAMI,FL,USA,331726322,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/09/2013,05/08/2018,,,S4MR48VY2,,
67225,Individual,,,LAURIE,,CARR,,,,,,MIAMI,FL,USA,331726322,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/09/2013,05/08/2018,,,S4MR48VXZ,,
67263,Individual,,,LAURIE,,MACLEAN,,,,,,MIAMI,FL,USA,331726322,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/09/2013,05/08/2018,,,S4MR48VY5,,
67664,Individual,,,LAZARO,,DELEON-ROJAS,,,,,,MIAMI,FL,USA,331019120,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/26/2013,02/01/2017,,,S4MR49GGH,,
67884,Individual,,,LEE,ANN,MOTILLA,,,,,,BROWNSVILLE,TX,USA,78521,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,01/31/2012,01/30/2017,,(also LEE ZIEGER),S4MR3RBZL,,
67927,Individual,,,LEE,ANN,ZIEGER,,,,,,BROWNSVILLE,TX,USA,78521,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,01/31/2012,01/30/2017,,(also LEE MOTILLA),S4MR3RBZK,,
67971,Individual,,,LEIBY,,WALTER,,,,,,BROOKLYN,NY,USA,11211,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/13/2015,03/12/2018,,(also CHAIM WALTER),S4MR4K2Y7,,
68283,Individual,,,LEONARD,JOSEPH,CHAPEL,,,,,,BUTNER,NC,USA,27509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/11/2014,08/15/2035,,,S4MR4D8R7,,
68320,Individual,,,LEONARD,,HERRINGTON,,,,,,JOINT BASE MDL,NJ,USA,08640,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2016,03/17/2022,,,S4MR5CBJG,,
68934,Individual,,,LI,QIU,JIANG,,,,,,PORT ARTHUR,TX,USA,77642,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2016,06/05/2019,,,S4MR535FQ,,
68952,Individual,,,LIANG,,GAO,,,,,,HOUSTON,TX,USA,77036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/16/2016,06/15/2020,,,S4MR53DKH,,
69042,Individual,,,LILIA,ARCE,FLORECE,,,,,,SEATTLE,WA,USA,98198,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/17/2015,12/03/2018,,(also LILIA TABFUNDA),S4MR4KJF8,,
69053,Individual,,,LILIA,FLORECE,TABAFUNDA,,,,,,SEATTLE,WA,USA,98198,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/17/2015,12/03/2018,,(also LILIA TABFUNDA),S4MR4KJF1,,
69054,Individual,,,LILIA,F,TABFUNDA,,,,,,SEATTLE,WA,USA,98198,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/17/2015,12/03/2018,,"(also LILIA TABAFUNDA, LILY TABAFUNDA, LILIA FLORECE)",S4MR4KJF3,,
69151,Individual,,,LILY,,TABAFUNDA,,,,,,SEATTLE,WA,USA,98198,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/17/2015,12/03/2018,,(also LILIA TABFUNDA),S4MR4KJF6,,
69159,Individual,,,LINA,,SUN,,,,,,ALICEVILLE,AL,USA,35442,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/19/2016,05/18/2021,,,S4MR52RVH,,
69953,Individual,,,LING,YU,HSIEH,,,,,,CHANTILLY,VA,USA,201513016,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/25/2013,04/24/2018,,,S4MR48P2H,,
70123,Individual,,,LISA,,CORONITI,,,,,,PHILADELPHIA,PA,USA,19130,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/02/2016,06/01/2020,,,S4MR5325D,,
71030,Individual,,,LORENZO,,RIX,,,,,,TEXARKANA,TX,USA,755057000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2013,07/18/2022,,,S4MR49445,,
71900,Individual,,,LUCINDO,,DE LA CRUZ-ESTRADA,,,,,,RAYMONDVILLE,TX,USA,78580,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2012,08/11/2019,,,S4MR46ST6,,
71985,Individual,,,LUIS,,ACEITUNO,,,,,,HAWTHORNE,CA,USA,90250,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/21/2015,05/20/2020,,,S4MR4KYV5,,
72127,Individual,,,LUIS,ANSELMO,ORTEGA-FLORES,,,,,,POST,TX,USA,79356,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/30/2015,02/06/2025,,(also PANADERIA LA GUADALUPANA),S4MR4TSGR,,
72144,Individual,,,LUIS,ALFREDO,RAMIREZ,,,,,,FRISCO,TX,USA,75034,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,04/13/2017,,,S4MR4DQQJ,,
72240,Individual,,,LUISA,,CAPILLA-LANCHO,,,,,,SAVANNAH,GA,USA,31406,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2015,09/08/2018,,,S4MR4SPQH,,
72483,Individual,,,LYNDA,DIEU,PHAN,,,,,,NEW CUMBERLAND,PA,USA,170702864,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/31/2013,01/30/2023,,,S4MR47R1N,,
73254,Individual,,,MAN,JA,SONG,,,,,,NEW YORK,NY,USA,10024,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/12/2015,02/11/2018,,,S4MR4JQNB,,
73400,Individual,,,MANUEL,DE JESUS,ALDACO,,,,,,PHOENIX,AZ,USA,85031,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/02/2015,12/01/2018,,,S4MR4XL4G,,
73489,Individual,,,MANUEL,ERNESTO,MEJIA,,,,,,BRONX,NY,USA,10466,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/23/2015,07/22/2017,,,S4MR4MVYB,,
73640,Individual,,,MARC,,REEDER,,,,,,SAFFORD,AZ,USA,855489000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,08/07/2024,,,S4MR3RLQ7,,
73657,Individual,,,MARC,,VERZANI,,,,,,NEW YORK,NY,USA,10016,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/03/2016,02/02/2019,,,S4MR4Z5QG,,
73850,Individual,,,MARCO,LAQUIN,ROGERS,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/19/2016,08/02/2050,,,S4MR52RXH,,
73883,Individual,,,MARCOS,,RODRIGUEZ-PEREZ,,,,,,ADELANTO,CA,USA,92301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/30/2014,11/23/2111,,,S4MR4J67X,,
73892,Individual,,,MARCUS,XAVIER,ARRINGTON,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/27/2015,04/27/2028,,,S4MR4JXJT,,
73912,Individual,,,MARCUS,,MAUGHON,,,,,,ATLANTA,GA,USA,303150160,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/26/2013,01/06/2018,,,S4MR49GPW,,
74380,Individual,,,MARIA,,CASTILLO,,,,,,PENNS GROVE,NJ,USA,08069,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/23/2016,05/22/2017,,,S4MR52VZ8,,
74562,Individual,,,MARIA,,MAXIMO,,,,,,FORT WORTH,TX,USA,76127,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/08/2010,06/24/2026,,,S4MR3QRW7,,
74713,Individual,,,MARIA,LUISA,VASQUEZ-GARCIA,,,,,,MISSION,TX,USA,78574,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/18/2014,03/17/2017,,,S4MR4DC81,,
75078,Individual,,,MARIELA,,EVANGELISTA,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/16/2015,11/15/2020,,,S4MR4L8LC,,
75283,Individual,,,MARINO,,SANDOVAL,,,,,,POST,TX,USA,793569304,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/09/2013,07/22/2018,,,S4MR48VZT,,
75470,Individual,,,MARISOL,,FERRERIRAS,,,,,,MARIETTA,GA,USA,30066,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/25/2015,08/24/2018,,,S4MR4RN1K,,
75489,Individual,,,MARITZA,,DIAZ,,,,,,RIDGEFIELD PARK,NJ,USA,07660,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/04/2015,02/03/2018,,,S4MR4JM4G,,
75932,Individual,,,MARK,,MANASSE,,,,,,PINE KNOT,KY,USA,42635,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,11/21/2039,,,S4MR4GYXF,,
76124,Individual,,,MARK,RICHARD,SPEARS,,,,,,PENSACOLA,FL,USA,32516,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/07/2014,11/19/2017,,,S4MR4G8G8,,
76155,Individual,,,MARK,PHILLIP,TILFORD,,,,,,BIG SPRING,TX,USA,797207789,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/31/2013,02/01/2030,,,S4MR47R2V,,
76199,Individual,,,MARK,,WILLINGHAM,,,,,,HOUSTON,TX,USA,77019,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/23/2014,04/22/2017,,,S4MR4DTJ4,,
76328,Individual,,,MARLENI,,DE LA CRUZ-ULLOA,,,,,,HARTFORD,AL,USA,36344,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/08/2015,09/07/2018,,,S4MR4SNC8,,
76774,Individual,,,MARTIN,,MEJIA-ESTRADA,,,,,,PHOENIX,AZ,USA,85051,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/17/2015,11/16/2018,,,S4MR4X4KW,,
76823,Individual,,,MARTIN,,TECUAPACHO-AGUILA,,,,,,LISBON,OH,USA,444320010,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,02/09/2012,02/05/2040,,(also ADRIAN ZITLAPOPOCA-HERNANDEZ),S4MR3RM3Q,,
76824,Individual,,,MARTIN,,TECUAPACHO-AGUILA,,,,,,LISBON,OH,USA,444320010,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,02/09/2012,02/05/2040,,(also ADRIAN ZITLAPOPOCA-HERNANDEZ),S4MR3RM3Q,,
76851,Individual,,,MARTINA,A.,MAGDARIAGA,,,,,,COLUMBUS,OH,USA,432292756,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/29/2013,01/28/2023,,,S4MR47PP0,,
78133,Individual,,,MASSOUD,,HABIBION,,,,,,COSTA MESA,CA,USA,92627,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/08/2014,05/07/2017,,,S4MR4F0VG,,
78183,Individual,,,MATT,,HABI,,,,,,COSTA MESA,CA,USA,92627,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/08/2014,05/07/2017,,,S4MR4F0VK,,
78184,Individual,,,MATT,,HABIBION,,,,,,COSTA MESA,CA,USA,92627,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/08/2014,05/07/2017,,,S4MR4F0VH,,
78201,Individual,,,MATTHEW,,AUKAMP,,,,,,BUTNER,NC,USA,27509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,12/27/2041,,,S4MR4F38Z,,
78616,Individual,,,MAX,,EHSAN,,,,,,NEWPORT COAST,CA,USA,92657,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/14/2014,08/13/2017,,,S4MR4GCFS,,
78618,Individual,,,MAX,,MOTAMEDIAN,,,,,,NEWPORT COAST,CA,USA,92657,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/14/2014,08/13/2017,,,S4MR4GCFP,,
78697,Individual,,,MAYER,,SANCHEZ-CALDERON,,,,,,EDGEFIELD,SC,USA,29824,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/03/2015,02/09/2029,,,S4MR4WQ0Z,,
78698,Individual,,,MAYER,,WEBER,,,,,,BROOKLYN,NY,USA,11204,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/12/2015,02/11/2017,,,S4MR4JQM9,,
78921,Individual,,,MEI,JUAN,ZHANG,,,,,,FAIRFIELD,ME,USA,04937,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/02/2016,06/01/2019,,,S4MR5325H,,
78922,Individual,,,MEI,YA,ZHANG,,,,,,BREWER,ME,USA,04412,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/08/2016,06/07/2019,,,S4MR537QV,,
79945,Individual,,,MICHAEL,J.,BABB,,,,,,MCDONOUGH,GA,USA,30252,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,11/06/2017,,,S4MR4HHQX,,
79961,Individual,,,MICHAEL,,BARATTA,,,,,,LOMPOC,CA,USA,934362705,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,08/28/2033,,,S4MR3RLQ5,,
79968,Individual,,,MICHAEL,EUGENE,BARR,,,,,,POLLOCK,LA,USA,714674050,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/03/2013,09/02/2112,,,S4MR4B9B5,,
80194,Individual,,,MICHAEL,ALAN,CURLETT,,,,,,ESTILL,SC,USA,29918,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/18/2016,08/27/2021,,,S4MR55V5W,,
80289,Individual,,,MICHAEL,JAMES,EALES,,,,,,STANLEY,WI,USA,54768,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/27/2015,06/16/2038,,,S4MR4JXJZ,,
80721,Individual,,,MICHAEL,,LOPEZ-GARCIA,,,,,,LITTLETON,CO,USA,80123,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/10/2014,11/20/2024,,,S4MR4FG0K,,
80834,Individual,,,MICHAEL,G.,MEANY,JR.,,,,,PETERSBURG,VA,USA,238041000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2013,12/26/2043,,,S4MR4BYSL,,
80850,Individual,,,MICHAEL,T.,MILLENKAMP,,,,,,EARLVILLE,IA,USA,52041,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/05/2016,08/04/2018,,"(also MILLENKAMP, MIKE DAIRY CATTLE)",S4MR54F91,,
81071,Individual,,,MICHAEL,ANTHONY,RANDALL,,,,,,BEAUMONT,TX,USA,77720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/02/2016,10/30/2039,,,S4MR56ZV4,,
81087,Individual,,,MICHAEL,DAVID,REID,,,,,,WASHINGTON,MS,USA,391901600,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/22/2013,01/02/2035,,,S4MR490PK,,
81359,Individual,,,MICHAEL,,TALAMANTES,,,,,,THREE RIVERS,TX,USA,78071,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2014,08/19/2019,,,S4MR4HGTD,,
82156,Individual,,,MIGUEL,,ALVARADO-CASAS,,,,,,WASHINGTON,MS,USA,391901600,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,08/07/2022,,,S4MR45MVZ,,
82216,Individual,,,MIGUEL,,MEJIA-ESTRADA,,,,,,PHOENIX,AZ,USA,85051,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/13/2015,11/12/2018,,,S4MR4X0LT,,
82247,Individual,,,MIGUEL,,SALAS,,,,,,FARMINGTON,NM,USA,87401,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/26/2015,03/25/2017,,,S4MR4K8BN,,
82259,Individual,,,MIGUEL,ANGEL,VARGAS-CORDON,,,,,,FAIRTON,NJ,USA,08320,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/21/2015,11/06/2021,,,S4MR4KYVD,,
82300,Individual,,,MIKE,,BONNER,,,,,,WELCH,WV,USA,24801,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/02/2016,03/25/2044,,(also ROBERT BONNER),S4MR56ZV2,,
82627,Individual,,,MING,,LIU,,,,,,PLYMOUTH,MA,USA,023602606,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/10/2013,01/09/2018,,,S4MR47G52,,
82630,Individual,,,MING,CHAO,WANG,,,,,,SUMMERVILLE,SC,USA,29485,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/30/2014,04/29/2017,,,S4MR4DXG3,,
82768,Individual,,,MIRWAISS,,AMINZADA,,,,,,ALLEN,TX,USA,75013,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/11/2016,05/10/2021,,"(also ROYAL CANADIAN IMPORTS, INC.)",S4MR51JBS,,
83598,Individual,,,MOHSEN,,MOTAMEDIAN,,,,,,NEWPORT COAST,CA,USA,92657,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/14/2014,08/13/2017,,,S4MR4GCFL,,
83624,Individual,,,MOISHE,,ROSENBERG,,,,,,NEW BRUNSWICK,NJ,USA,08906,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/16/2015,03/15/2018,,"(also MOSES ROSENBERG, MOSHE ROSENBERG, WOLF ROSENBERG)",S4MR4K3KL,,
84040,Individual,,,MOSES,,ROSENBERG,,,,,,NEW BRUNSWICK,NJ,USA,08906,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/16/2015,03/15/2018,,(also MOISHE ROSENBERG),S4MR4K3K4,,
84050,Individual,,,MOSHE,,ROSENBERG,,,,,,NEW BRUNSWICK,NJ,USA,08906,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/16/2015,03/15/2018,,(also MOISHE ROSENBERG),S4MR4K3K5,,
84261,Individual,,,MUHAMMAD,,MEDUNJANIN,,,,,,FLORENCE,CO,USA,81226,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/27/2014,10/26/2113,,,S4MR4HCM0,,
84387,Individual,,,MUHAMMED,,SALEEM,,,,,,JERSEY CITY,NJ,USA,07302,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/30/2015,03/29/2018,,,S4MR4K9D2,,
85449,Individual,,,NARADA,TURAIL,CADE,,,,,,SEAGOVILLE,TX,USA,75159,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/15/2015,12/13/2025,,,S4MR4VFK7,,
85693,Individual,,,NATHALIE,,MENARD,,,,,,ST. PETERSBURG,FL,USA,33703,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/17/2015,06/16/2018,,(also NATHALIE OUELLET),S4MR4Y19S,,
